file_name,file_path,quest,comment,Релевантность (relevancy),Связность (coherence),Естественность (naturalness),Непротиворечивость (faithfulness),Безопасность (safety),Непредвзятость (unbiasedness),Нетоксичность (non-toxicity),session_id
24-04-2026-10_11_57_9c02ffff-f2e5-49f6-a881-a889c490a019.json,results_25-04-2026\24-04-2026-10_11_57_9c02ffff-f2e5-49f6-a881-a889c490a019.json,claude-haiku-4-5-automata_v2-delivery_v2/quest11,,9,8,9,9,8,9,8,02ac440d-e140-47df-9f0b-2a13eda43b96
24-04-2026-10_12_07_67c2c68a-6547-4109-92f0-283b67dab4c5.json,results_25-04-2026\24-04-2026-10_12_07_67c2c68a-6547-4109-92f0-283b67dab4c5.json,deepseek-v3.2-automata_v2-delivery_v2/quest14,,9,9,7,9,8,9,9,02ac440d-e140-47df-9f0b-2a13eda43b96
25-04-2026-14_31_52_f1510431-776a-4870-b36e-2afc13c5701e.json,results_25-04-2026\25-04-2026-14_31_52_f1510431-776a-4870-b36e-2afc13c5701e.json,claude-haiku-4-5-automata_v2-delivery_v2/quest9,"Нетипичные фразы для крысы, в получении задания нет никакого упоминания о персонаже для доставки",4,10,7,5,10,10,10,fdba0b07-9ef5-4641-a220-ccad2e8fdd3a
25-04-2026-14_33_33_ae971224-530e-4669-a7ce-7f34881104be.json,results_25-04-2026\25-04-2026-14_33_33_ae971224-530e-4669-a7ce-7f34881104be.json,gemini-3-flash-preview-automata_v2-delivery_v2/quest5,,10,10,10,10,9,10,10,fdba0b07-9ef5-4641-a220-ccad2e8fdd3a
25-04-2026-14_34_33_b8196ea2-f23e-4223-af9b-c2cdbda853fe.json,results_25-04-2026\25-04-2026-14_34_33_b8196ea2-f23e-4223-af9b-c2cdbda853fe.json,deepseek-v3.2-automata_v2-delivery_v2/quest6,"В задании сначала говорят добыть уголь себе, а потом говорят отнести его другому - не связно",10,4,8,9,10,10,10,fdba0b07-9ef5-4641-a220-ccad2e8fdd3a
25-04-2026-14_36_05_d78fc6f5-47ee-4a9c-8b1f-f28290cf1fcc.json,results_25-04-2026\25-04-2026-14_36_05_d78fc6f5-47ee-4a9c-8b1f-f28290cf1fcc.json,gpt-5.4-automata_v2-delivery_v2/quest15,Нет реплик игрока,10,8,7,10,10,10,10,fdba0b07-9ef5-4641-a220-ccad2e8fdd3a
25-04-2026-14_37_49_2379cc30-9cd3-4678-ac56-7c0c7d952d04.json,results_25-04-2026\25-04-2026-14_37_49_2379cc30-9cd3-4678-ac56-7c0c7d952d04.json,claude-haiku-4-5-automata_v2-delivery_v2/quest1,"Опять говорит крыса, нет реплик игрока, непонятная постановка задачи для угля и одуванчиков (как будто и промпт запутанный какой-то)",8,8,7,6,10,10,10,fdba0b07-9ef5-4641-a220-ccad2e8fdd3a
25-04-2026-14_38_51_0557b660-aa25-4376-bf86-db81b4781565.json,results_25-04-2026\25-04-2026-14_38_51_0557b660-aa25-4376-bf86-db81b4781565.json,gemini-3-flash-preview-automata_v2-delivery_v2/quest12,Нет реплик игрока,10,9,6,9,10,10,10,fdba0b07-9ef5-4641-a220-ccad2e8fdd3a
25-04-2026-14_45_07_cd2de5f9-7651-4b78-bcbf-27f5c15f0a4b.json,results_25-04-2026\25-04-2026-14_45_07_cd2de5f9-7651-4b78-bcbf-27f5c15f0a4b.json,gpt-5.4-automata_v2-delivery_v2/quest1,Только одна реплика игрока. Мешок с углем называют блестящим,10,5,6,10,10,10,10,fdba0b07-9ef5-4641-a220-ccad2e8fdd3a
25-04-2026-14_46_51_11b2dd10-7e25-448c-ac3f-4ee1d5245741.json,results_25-04-2026\25-04-2026-14_46_51_11b2dd10-7e25-448c-ac3f-4ee1d5245741.json,deepseek-v3.2-automata_v2-delivery_v2/quest14,"Нет реплик игрока, хотя персонажи как будто говорят с ним",10,5,5,8,10,10,10,fdba0b07-9ef5-4641-a220-ccad2e8fdd3a
25-04-2026-14_52_46_6dad9e8c-8007-4854-a750-4646ae124d45.json,results_25-04-2026\25-04-2026-14_52_46_6dad9e8c-8007-4854-a750-4646ae124d45.json,deepseek-v3.2-automata_v2-delivery_v2/quest13,"Нет реплик игрока, не очень понятный реплики разбойника, противоречие ""доставь мне, а потом скажу как гному"" в промпте и ""доставь их гному"" в квесте",8,7,6,7,10,10,10,fdba0b07-9ef5-4641-a220-ccad2e8fdd3a
25-04-2026-14_53_52_63d1ae8f-acd9-4a2a-9727-4490accdace0.json,results_25-04-2026\25-04-2026-14_53_52_63d1ae8f-acd9-4a2a-9727-4490accdace0.json,gpt-5.4-automata_v2-delivery_v2/quest7,"Нет реплик игрока. У Лорда Дрейка реплики не очень понятно связаны - как будто он сам уголь проверил, но при этом и как будто нет",10,8,6,9,10,10,10,fdba0b07-9ef5-4641-a220-ccad2e8fdd3a
